Record date,GEO,Type of stock,Type of crop,K tonnes
31/03/2020,Alberta,Farm stocks,Peas,580
31/03/2020,Alberta,Farm stocks,Rye,15
31/03/2020,Alberta,Farm stocks,Soybeans,
31/03/2020,Alberta,Farm stocks,Wheat,5640
31/03/2020,Alberta,Farm stocks,Wheat,590
31/03/2020,Alberta,Farm stocks,Wheat,5050
31/03/2020,British Columbia,Farm stocks,Barley,22
31/03/2020,British Columbia,Farm stocks,Canola,25
31/03/2020,British Columbia,Farm stocks,Oats,21
31/03/2020,British Columbia,Farm stocks,Peas,20
31/03/2020,British Columbia,Farm stocks,Wheat,46
31/03/2020,British Columbia,Farm stocks,Wheat,46
31/07/2020,Canada,Farm stocks,Barley,688
31/07/2020,Canada,Farm stocks,Canary seed,2
31/07/2020,Canada,Farm stocks,Canola,2140
31/07/2020,Canada,Farm stocks,Chick peas,228
31/07/2020,Canada,Farm stocks,Corn,1994
31/07/2020,Canada,Farm stocks,Flaxseed,25
31/07/2020,Canada,Farm stocks,Lentils,151
31/07/2020,Canada,Farm stocks,Mustard seed,47
31/07/2020,Canada,Farm stocks,Oats,208
31/07/2020,Canada,Farm stocks,Peas,96
31/07/2020,Canada,Farm stocks,Rye,18
31/07/2020,Canada,Farm stocks,Soybeans,96
31/07/2020,Canada,Farm stocks,Sunflower seed,102
31/07/2020,Canada,Farm stocks,Wheat,2194
31/07/2020,Canada,Farm stocks,Wheat,190
31/07/2020,Canada,Farm stocks,Wheat,2004
31/07/2020,Canada,Commercial stocks,Barley,269
31/07/2020,Canada,Commercial stocks,Canary seed,13
31/07/2020,Canada,Commercial stocks,Canola,1295
31/07/2020,Canada,Commercial stocks,Chick peas,22
31/07/2020,Canada,Commercial stocks,Corn,566
31/07/2020,Canada,Commercial stocks,Flaxseed,39
31/07/2020,Canada,Commercial stocks,Lentils,58
31/07/2020,Canada,Commercial stocks,Mustard seed,14
31/07/2020,Canada,Commercial stocks,Oats,218
31/07/2020,Canada,Commercial stocks,Peas,137
31/07/2020,Canada,Commercial stocks,Rye,22
31/07/2020,Canada,Commercial stocks,Soybeans,525
31/07/2020,Canada,Commercial stocks,Sunflower seed,2
31/07/2020,Canada,Commercial stocks,Wheat,3306
31/07/2020,Canada,Commercial stocks,Wheat,547
31/07/2020,Canada,Commercial stocks,Wheat,2759
31/07/2020,Prince Edward Island,Farm stocks,Barley,5
31/07/2020,Prince Edward Island,Farm stocks,Corn,
31/07/2020,Prince Edward Island,Farm stocks,Oats,0
31/07/2020,Prince Edward Island,Farm stocks,Soybeans,1
31/07/2020,Prince Edward Island,Farm stocks,Wheat,1
31/07/2020,Prince Edward Island,Farm stocks,Wheat,1
31/07/2020,Nova Scotia,Farm stocks,Barley,0
31/07/2020,Nova Scotia,Farm stocks,Corn,0
31/07/2020,Nova Scotia,Farm stocks,Oats,0
31/07/2020,Nova Scotia,Farm stocks,Soybeans,0
31/07/2020,Nova Scotia,Farm stocks,Wheat,1
31/07/2020,Nova Scotia,Farm stocks,Wheat,1
31/07/2020,New Brunswick,Farm stocks,Barley,0
31/07/2020,New Brunswick,Farm stocks,Canola,
31/07/2020,New Brunswick,Farm stocks,Corn,0
31/07/2020,New Brunswick,Farm stocks,Oats,2
31/07/2020,New Brunswick,Farm stocks,Soybeans,0
31/07/2020,New Brunswick,Farm stocks,Wheat,2
31/07/2020,New Brunswick,Farm stocks,Wheat,2
31/07/2020,Quebec,Farm stocks,Barley,10
31/07/2020,Quebec,Farm stocks,Canola,0
31/07/2020,Quebec,Farm stocks,Corn,494
31/07/2020,Quebec,Farm stocks,Oats,0
31/07/2020,Quebec,Farm stocks,Rye,1
31/07/2020,Quebec,Farm stocks,Soybeans,35
31/07/2020,Quebec,Farm stocks,Wheat,0
31/07/2020,Quebec,Farm stocks,Wheat,0
31/07/2020,Ontario,Farm stocks,Barley,18
31/07/2020,Ontario,Farm stocks,Canola,7
31/07/2020,Ontario,Farm stocks,Corn,1400
31/07/2020,Ontario,Farm stocks,Oats,15
31/07/2020,Ontario,Farm stocks,Rye,1
31/07/2020,Ontario,Farm stocks,Soybeans,10
31/07/2020,Ontario,Farm stocks,Wheat,100
31/07/2020,Ontario,Farm stocks,Wheat,100
31/07/2020,Manitoba,Farm stocks,Barley,73
31/07/2020,Manitoba,Farm stocks,Canola,405
31/07/2020,Manitoba,Farm stocks,Corn,90
31/07/2020,Manitoba,Farm stocks,Flaxseed,0
31/07/2020,Manitoba,Farm stocks,Lentils,0
31/07/2020,Manitoba,Farm stocks,Oats,35
31/07/2020,Manitoba,Farm stocks,Peas,0
31/07/2020,Manitoba,Farm stocks,Rye,1
31/07/2020,Manitoba,Farm stocks,Soybeans,40
31/07/2020,Manitoba,Farm stocks,Wheat,130
31/07/2020,Manitoba,Farm stocks,Wheat,0
31/07/2020,Manitoba,Farm stocks,Wheat,130
31/07/2020,Saskatchewan,Farm stocks,Barley,212
31/07/2020,Saskatchewan,Farm stocks,Canola,696
31/07/2020,Saskatchewan,Farm stocks,Flaxseed,21
31/07/2020,Saskatchewan,Farm stocks,Lentils,150
31/07/2020,Saskatchewan,Farm stocks,Oats,83
31/07/2020,Saskatchewan,Farm stocks,Peas,71
31/07/2020,Saskatchewan,Farm stocks,Rye,10
31/07/2020,Saskatchewan,Farm stocks,Soybeans,10
31/07/2020,Saskatchewan,Farm stocks,Wheat,450
31/07/2020,Saskatchewan,Farm stocks,Wheat,90
31/07/2020,Saskatchewan,Farm stocks,Wheat,360
31/07/2020,Alberta,Farm stocks,Barley,370
31/07/2020,Alberta,Farm stocks,Canola,1030
31/07/2020,Alberta,Farm stocks,Corn,5
31/07/2020,Alberta,Farm stocks,Flaxseed,4
31/07/2020,Alberta,Farm stocks,Lentils,1
31/07/2020,Alberta,Farm stocks,Oats,72
31/07/2020,Alberta,Farm stocks,Peas,25
31/07/2020,Alberta,Farm stocks,Rye,5
31/07/2020,Alberta,Farm stocks,Wheat,1500
31/07/2020,Alberta,Farm stocks,Wheat,100
31/07/2020,Alberta,Farm stocks,Wheat,1400
31/07/2020,British Columbia,Farm stocks,Barley,0
31/07/2020,British Columbia,Farm stocks,Canola,2
31/07/2020,British Columbia,Farm stocks,Oats,1
31/07/2020,British Columbia,Farm stocks,Peas,0
31/07/2020,British Columbia,Farm stocks,Wheat,10
31/07/2020,British Columbia,Farm stocks,Wheat,10
31/12/2020,Canada,Farm stocks,Barley,5129
31/12/2020,Canada,Farm stocks,Canary seed,112
31/12/2020,Canada,Farm stocks,Canola,11422
31/12/2020,Canada,Farm stocks,Chick peas,385
31/12/2020,Canada,Farm stocks,Corn,8081
31/12/2020,Canada,Farm stocks,Flaxseed,310
31/12/2020,Canada,Farm stocks,Lentils,1683
31/12/2020,Canada,Farm stocks,Mustard seed,90
31/12/2020,Canada,Farm stocks,Oats,2418
31/12/2020,Canada,Farm stocks,Peas,2476
31/12/2020,Canada,Farm stocks,Rye,263
31/12/2020,Canada,Farm stocks,Soybeans,1866
31/12/2020,Canada,Farm stocks,Sunflower seed,161
31/12/2020,Canada,Farm stocks,Wheat,21303
31/12/2020,Canada,Farm stocks,Wheat,3941
31/12/2020,Canada,Farm stocks,Wheat,17362
31/12/2020,Canada,Commercial stocks,Barley,451
31/12/2020,Canada,Commercial stocks,Canary seed,13
31/12/2020,Canada,Commercial stocks,Canola,1862
31/12/2020,Canada,Commercial stocks,Chick peas,28
31/12/2020,Canada,Commercial stocks,Corn,2990
31/12/2020,Canada,Commercial stocks,Flaxseed,67
31/12/2020,Canada,Commercial stocks,Lentils,169
31/12/2020,Canada,Commercial stocks,Mustard seed,20
31/12/2020,Canada,Commercial stocks,Oats,305
31/12/2020,Canada,Commercial stocks,Peas,360
31/12/2020,Canada,Commercial stocks,Rye,35
31/12/2020,Canada,Commercial stocks,Soybeans,1645
31/12/2020,Canada,Commercial stocks,Sunflower seed,3
31/12/2020,Canada,Commercial stocks,Wheat,3787
31/12/2020,Canada,Commercial stocks,Wheat,866
31/12/2020,Canada,Commercial stocks,Wheat,2922
31/12/2020,Prince Edward Island,Farm stocks,Barley,39
31/12/2020,Prince Edward Island,Farm stocks,Corn,
31/12/2020,Prince Edward Island,Farm stocks,Oats,5
31/12/2020,Prince Edward Island,Farm stocks,Soybeans,16
31/12/2020,Prince Edward Island,Farm stocks,Wheat,28
31/12/2020,Prince Edward Island,Farm stocks,Wheat,28
31/12/2020,Nova Scotia,Farm stocks,Barley,2
31/12/2020,Nova Scotia,Farm stocks,Corn,25
31/12/2020,Nova Scotia,Farm stocks,Oats,2
31/12/2020,Nova Scotia,Farm stocks,Soybeans,5
31/12/2020,Nova Scotia,Farm stocks,Wheat,6
31/12/2020,Nova Scotia,Farm stocks,Wheat,6
31/12/2020,New Brunswick,Farm stocks,Barley,10
31/12/2020,New Brunswick,Farm stocks,Canola,
31/12/2020,New Brunswick,Farm stocks,Corn,13
31/12/2020,New Brunswick,Farm stocks,Oats,10
31/12/2020,New Brunswick,Farm stocks,Soybeans,2
31/12/2020,New Brunswick,Farm stocks,Wheat,9
31/12/2020,New Brunswick,Farm stocks,Wheat,9
31/12/2020,Quebec,Farm stocks,Barley,54
31/12/2020,Quebec,Farm stocks,Canola,10
31/12/2020,Quebec,Farm stocks,Corn,2300
31/12/2020,Quebec,Farm stocks,Oats,70
31/12/2020,Quebec,Farm stocks,Rye,12
31/12/2020,Quebec,Farm stocks,Soybeans,350
31/12/2020,Quebec,Farm stocks,Wheat,79
31/12/2020,Quebec,Farm stocks,Wheat,79
31/12/2020,Ontario,Farm stocks,Barley,54
31/12/2020,Ontario,Farm stocks,Canola,21
31/12/2020,Ontario,Farm stocks,Corn,4950
31/12/2020,Ontario,Farm stocks,Oats,50
31/12/2020,Ontario,Farm stocks,Rye,25
31/12/2020,Ontario,Farm stocks,Soybeans,1190
31/12/2020,Ontario,Farm stocks,Wheat,458
31/12/2020,Ontario,Farm stocks,Wheat,458
31/12/2020,Manitoba,Farm stocks,Barley,440
31/12/2020,Manitoba,Farm stocks,Canola,1670
31/12/2020,Manitoba,Farm stocks,Corn,745
31/12/2020,Manitoba,Farm stocks,Flaxseed,25
31/12/2020,Manitoba,Farm stocks,Lentils,0
31/12/2020,Manitoba,Farm stocks,Oats,510
31/12/2020,Manitoba,Farm stocks,Peas,130
31/12/2020,Manitoba,Farm stocks,Rye,58
31/12/2020,Manitoba,Farm stocks,Soybeans,280
31/12/2020,Manitoba,Farm stocks,Wheat,3216
31/12/2020,Manitoba,Farm stocks,Wheat,21
31/12/2020,Manitoba,Farm stocks,Wheat,3195
31/12/2020,Saskatchewan,Farm stocks,Barley,2100
31/12/2020,Saskatchewan,Farm stocks,Canola,6026
31/12/2020,Saskatchewan,Farm stocks,Flaxseed,245
31/12/2020,Saskatchewan,Farm stocks,Lentils,1490
31/12/2020,Saskatchewan,Farm stocks,Oats,1300
31/12/2020,Saskatchewan,Farm stocks,Peas,1380
31/12/2020,Saskatchewan,Farm stocks,Rye,78
31/12/2020,Saskatchewan,Farm stocks,Soybeans,22
31/12/2020,Saskatchewan,Farm stocks,Wheat,9530
31/12/2020,Saskatchewan,Farm stocks,Wheat,2980
31/12/2020,Saskatchewan,Farm stocks,Wheat,6550
31/12/2020,Alberta,Farm stocks,Barley,2400
31/12/2020,Alberta,Farm stocks,Canola,3665
31/12/2020,Alberta,Farm stocks,Corn,21
31/12/2020,Alberta,Farm stocks,Flaxseed,40
31/12/2020,Alberta,Farm stocks,Lentils,193
31/12/2020,Alberta,Farm stocks,Oats,437
31/12/2020,Alberta,Farm stocks,Peas,950
31/12/2020,Alberta,Farm stocks,Rye,90
31/12/2020,Alberta,Farm stocks,Wheat,7940
31/12/2020,Alberta,Farm stocks,Wheat,940
31/12/2020,Alberta,Farm stocks,Wheat,7000
31/12/2020,British Columbia,Farm stocks,Barley,30
31/12/2020,British Columbia,Farm stocks,Canola,30
31/12/2020,British Columbia,Farm stocks,Oats,34
31/12/2020,British Columbia,Farm stocks,Peas,16
31/12/2020,British Columbia,Farm stocks,Wheat,37
31/12/2020,British Columbia,Farm stocks,Wheat,37
31/03/2021,Canada,Farm stocks,Barley,2421
31/03/2021,Canada,Farm stocks,Canary seed,64
31/03/2021,Canada,Farm stocks,Canola,5989
31/03/2021,Canada,Farm stocks,Chick peas,333
31/03/2021,Canada,Farm stocks,Corn,5350
31/03/2021,Canada,Farm stocks,Flaxseed,167
31/03/2021,Canada,Farm stocks,Lentils,1260
31/03/2021,Canada,Farm stocks,Mustard seed,59
31/03/2021,Canada,Farm stocks,Oats,1505
31/03/2021,Canada,Farm stocks,Peas,1474
31/03/2021,Canada,Farm stocks,Rye,178
31/03/2021,Canada,Farm stocks,Soybeans,1107
31/03/2021,Canada,Farm stocks,Sunflower seed,140
31/03/2021,Canada,Farm stocks,Wheat,12748
31/03/2021,Canada,Farm stocks,Wheat,2127
31/03/2021,Canada,Farm stocks,Wheat,10621
31/03/2021,Canada,Commercial stocks,Barley,590
31/03/2021,Canada,Commercial stocks,Canary seed,21
31/03/2021,Canada,Commercial stocks,Canola,1780
31/03/2021,Canada,Commercial stocks,Chick peas,34
31/03/2021,Canada,Commercial stocks,Corn,2798
31/03/2021,Canada,Commercial stocks,Flaxseed,65
31/03/2021,Canada,Commercial stocks,Lentils,179
31/03/2021,Canada,Commercial stocks,Mustard seed,21
31/03/2021,Canada,Commercial stocks,Oats,339
31/03/2021,Canada,Commercial stocks,Peas,405
31/03/2021,Canada,Commercial stocks,Rye,38
31/03/2021,Canada,Commercial stocks,Soybeans,905
31/03/2021,Canada,Commercial stocks,Sunflower seed,2
31/03/2021,Canada,Commercial stocks,Wheat,3743
31/03/2021,Canada,Commercial stocks,Wheat,757
31/03/2021,Canada,Commercial stocks,Wheat,2986
31/03/2021,Prince Edward Island,Farm stocks,Barley,23
31/03/2021,Prince Edward Island,Farm stocks,Corn,
31/03/2021,Prince Edward Island,Farm stocks,Oats,3
31/03/2021,Prince Edward Island,Farm stocks,Soybeans,9
31/03/2021,Prince Edward Island,Farm stocks,Wheat,18
31/03/2021,Prince Edward Island,Farm stocks,Wheat,18
31/03/2021,Nova Scotia,Farm stocks,Barley,1
31/03/2021,Nova Scotia,Farm stocks,Corn,21
31/03/2021,Nova Scotia,Farm stocks,Oats,1
31/03/2021,Nova Scotia,Farm stocks,Soybeans,2
31/03/2021,Nova Scotia,Farm stocks,Wheat,3
31/03/2021,Nova Scotia,Farm stocks,Wheat,3
31/03/2021,New Brunswick,Farm stocks,Barley,5
31/03/2021,New Brunswick,Farm stocks,Canola,
31/03/2021,New Brunswick,Farm stocks,Corn,7
31/03/2021,New Brunswick,Farm stocks,Oats,6
31/03/2021,New Brunswick,Farm stocks,Soybeans,1
31/03/2021,New Brunswick,Farm stocks,Wheat,5
31/03/2021,New Brunswick,Farm stocks,Wheat,5
31/03/2021,Quebec,Farm stocks,Barley,33
31/03/2021,Quebec,Farm stocks,Canola,3
31/03/2021,Quebec,Farm stocks,Corn,1300
31/03/2021,Quebec,Farm stocks,Oats,40
31/03/2021,Quebec,Farm stocks,Rye,7
31/03/2021,Quebec,Farm stocks,Soybeans,175
31/03/2021,Quebec,Farm stocks,Wheat,51
31/03/2021,Quebec,Farm stocks,Wheat,51
31/03/2021,Ontario,Farm stocks,Barley,35
31/03/2021,Ontario,Farm stocks,Canola,11
31/03/2021,Ontario,Farm stocks,Corn,3450
31/03/2021,Ontario,Farm stocks,Oats,35
31/03/2021,Ontario,Farm stocks,Rye,10
31/03/2021,Ontario,Farm stocks,Soybeans,760
31/03/2021,Ontario,Farm stocks,Wheat,243
31/03/2021,Ontario,Farm stocks,Wheat,243
31/03/2021,Manitoba,Farm stocks,Barley,240
31/03/2021,Manitoba,Farm stocks,Canola,820
31/03/2021,Manitoba,Farm stocks,Corn,552
31/03/2021,Manitoba,Farm stocks,Flaxseed,16
31/03/2021,Manitoba,Farm stocks,Lentils,0
31/03/2021,Manitoba,Farm stocks,Oats,280
31/03/2021,Manitoba,Farm stocks,Peas,75
31/03/2021,Manitoba,Farm stocks,Rye,38
31/03/2021,Manitoba,Farm stocks,Soybeans,146
31/03/2021,Manitoba,Farm stocks,Wheat,1915
31/03/2021,Manitoba,Farm stocks,Wheat,7
31/03/2021,Manitoba,Farm stocks,Wheat,1908
31/03/2021,Saskatchewan,Farm stocks,Barley,800
31/03/2021,Saskatchewan,Farm stocks,Canola,2977
31/03/2021,Saskatchewan,Farm stocks,Flaxseed,130
31/03/2021,Saskatchewan,Farm stocks,Lentils,1130
31/03/2021,Saskatchewan,Farm stocks,Oats,850
31/03/2021,Saskatchewan,Farm stocks,Peas,840
31/03/2021,Saskatchewan,Farm stocks,Rye,63
31/03/2021,Saskatchewan,Farm stocks,Soybeans,14
31/03/2021,Saskatchewan,Farm stocks,Wheat,5290
31/03/2021,Saskatchewan,Farm stocks,Wheat,1610
31/03/2021,Saskatchewan,Farm stocks,Wheat,3680
31/03/2021,Alberta,Farm stocks,Barley,1270
31/03/2021,Alberta,Farm stocks,Canola,2160
31/03/2021,Alberta,Farm stocks,Corn,16
31/03/2021,Alberta,Farm stocks,Flaxseed,21
31/03/2021,Alberta,Farm stocks,Lentils,130
31/03/2021,Alberta,Farm stocks,Oats,270
31/03/2021,Alberta,Farm stocks,Peas,550
31/03/2021,Alberta,Farm stocks,Rye,60
31/03/2021,Alberta,Farm stocks,Wheat,5210
31/03/2021,Alberta,Farm stocks,Wheat,510
31/03/2021,Alberta,Farm stocks,Wheat,4700
31/03/2021,British Columbia,Farm stocks,Barley,14
31/03/2021,British Columbia,Farm stocks,Canola,18
31/03/2021,British Columbia,Farm stocks,Oats,20
31/03/2021,British Columbia,Farm stocks,Peas,9
31/03/2021,British Columbia,Farm stocks,Wheat,14
31/03/2021,British Columbia,Farm stocks,Wheat,14
31/07/2021,Canada,Farm stocks,Barley,551
31/07/2021,Canada,Farm stocks,Canary seed,4
31/07/2021,Canada,Farm stocks,Canola,1018
31/07/2021,Canada,Farm stocks,Chick peas,245
31/07/2021,Canada,Farm stocks,Corn,1485
31/07/2021,Canada,Farm stocks,Flaxseed,27
31/07/2021,Canada,Farm stocks,Lentils,299
31/07/2021,Canada,Farm stocks,Mustard seed,28
31/07/2021,Canada,Farm stocks,Oats,349
31/07/2021,Canada,Farm stocks,Peas,292
31/07/2021,Canada,Farm stocks,Rye,37
31/07/2021,Canada,Farm stocks,Soybeans,19
31/07/2021,Canada,Farm stocks,Sunflower seed,115
31/07/2021,Canada,Farm stocks,Wheat,2144
31/07/2021,Canada,Farm stocks,Wheat,77
31/07/2021,Canada,Farm stocks,Wheat,2067
31/07/2021,Canada,Commercial stocks,Barley,160
31/07/2021,Canada,Commercial stocks,Canary seed,22
31/07/2021,Canada,Commercial stocks,Canola,704
31/07/2021,Canada,Commercial stocks,Chick peas,30
31/07/2021,Canada,Commercial stocks,Corn,684
31/07/2021,Canada,Commercial stocks,Flaxseed,32
31/07/2021,Canada,Commercial stocks,Lentils,108
31/07/2021,Canada,Commercial stocks,Mustard seed,13
31/07/2021,Canada,Commercial stocks,Oats,308
31/07/2021,Canada,Commercial stocks,Peas,267
31/07/2021,Canada,Commercial stocks,Rye,35
31/07/2021,Canada,Commercial stocks,Soybeans,275
31/07/2021,Canada,Commercial stocks,Sunflower seed,1
31/07/2021,Canada,Commercial stocks,Wheat,3522
31/07/2021,Canada,Commercial stocks,Wheat,676
31/07/2021,Canada,Commercial stocks,Wheat,2846
31/07/2021,Prince Edward Island,Farm stocks,Barley,4
31/07/2021,Prince Edward Island,Farm stocks,Corn,
31/07/2021,Prince Edward Island,Farm stocks,Oats,0
31/07/2021,Prince Edward Island,Farm stocks,Soybeans,2
31/07/2021,Prince Edward Island,Farm stocks,Wheat,2
31/07/2021,Prince Edward Island,Farm stocks,Wheat,2
31/07/2021,Nova Scotia,Farm stocks,Barley,0
31/07/2021,Nova Scotia,Farm stocks,Corn,1
31/07/2021,Nova Scotia,Farm stocks,Oats,0
31/07/2021,Nova Scotia,Farm stocks,Soybeans,0
31/07/2021,Nova Scotia,Farm stocks,Wheat,1
31/07/2021,Nova Scotia,Farm stocks,Wheat,1
31/07/2021,New Brunswick,Farm stocks,Barley,0
31/07/2021,New Brunswick,Farm stocks,Canola,
31/07/2021,New Brunswick,Farm stocks,Corn,0
31/07/2021,New Brunswick,Farm stocks,Oats,2
31/07/2021,New Brunswick,Farm stocks,Soybeans,0
31/07/2021,New Brunswick,Farm stocks,Wheat,1
31/07/2021,New Brunswick,Farm stocks,Wheat,1
31/07/2021,Quebec,Farm stocks,Barley,12
31/07/2021,Quebec,Farm stocks,Canola,1
31/07/2021,Quebec,Farm stocks,Corn,405
31/07/2021,Quebec,Farm stocks,Oats,6
31/07/2021,Quebec,Farm stocks,Rye,4
31/07/2021,Quebec,Farm stocks,Soybeans,6
31/07/2021,Quebec,Farm stocks,Wheat,10
31/07/2021,Quebec,Farm stocks,Wheat,10
31/07/2021,Ontario,Farm stocks,Barley,13
31/07/2021,Ontario,Farm stocks,Canola,4
31/07/2021,Ontario,Farm stocks,Corn,1000
31/07/2021,Ontario,Farm stocks,Oats,9
31/07/2021,Ontario,Farm stocks,Rye,7
31/07/2021,Ontario,Farm stocks,Soybeans,7
31/07/2021,Ontario,Farm stocks,Wheat,90
31/07/2021,Ontario,Farm stocks,Wheat,90
31/07/2021,Manitoba,Farm stocks,Barley,73
31/07/2021,Manitoba,Farm stocks,Canola,66
31/07/2021,Manitoba,Farm stocks,Corn,62
31/07/2021,Manitoba,Farm stocks,Flaxseed,6
31/07/2021,Manitoba,Farm stocks,Lentils,0
31/07/2021,Manitoba,Farm stocks,Oats,40
31/07/2021,Manitoba,Farm stocks,Peas,12
31/07/2021,Manitoba,Farm stocks,Rye,8
31/07/2021,Manitoba,Farm stocks,Soybeans,3
31/07/2021,Manitoba,Farm stocks,Wheat,143
31/07/2021,Manitoba,Farm stocks,Wheat,0
31/07/2021,Manitoba,Farm stocks,Wheat,143
31/07/2021,Saskatchewan,Farm stocks,Barley,147
31/07/2021,Saskatchewan,Farm stocks,Canola,242
31/07/2021,Saskatchewan,Farm stocks,Flaxseed,20
31/07/2021,Saskatchewan,Farm stocks,Lentils,280
31/07/2021,Saskatchewan,Farm stocks,Oats,184
31/07/2021,Saskatchewan,Farm stocks,Peas,230
31/07/2021,Saskatchewan,Farm stocks,Rye,7
31/07/2021,Saskatchewan,Farm stocks,Soybeans,1
31/07/2021,Saskatchewan,Farm stocks,Wheat,367
31/07/2021,Saskatchewan,Farm stocks,Wheat,47
31/07/2021,Saskatchewan,Farm stocks,Wheat,320
31/07/2021,Alberta,Farm stocks,Barley,302
31/07/2021,Alberta,Farm stocks,Canola,695
31/07/2021,Alberta,Farm stocks,Corn,3
31/07/2021,Alberta,Farm stocks,Flaxseed,1
31/07/2021,Alberta,Farm stocks,Lentils,19
31/07/2021,Alberta,Farm stocks,Oats,103
31/07/2021,Alberta,Farm stocks,Peas,50
31/07/2021,Alberta,Farm stocks,Rye,11
31/07/2021,Alberta,Farm stocks,Wheat,1530
31/07/2021,Alberta,Farm stocks,Wheat,30
31/07/2021,Alberta,Farm stocks,Wheat,1500
31/07/2021,British Columbia,Farm stocks,Barley,0
31/07/2021,British Columbia,Farm stocks,Canola,10
31/07/2021,British Columbia,Farm stocks,Oats,5
31/07/2021,British Columbia,Farm stocks,Peas,0
31/07/2021,British Columbia,Farm stocks,Wheat,0
31/07/2021,British Columbia,Farm stocks,Wheat,0
31/12/2021,Canada,Farm stocks,Barley,2800
31/12/2021,Canada,Farm stocks,Canary seed,54
31/12/2021,Canada,Farm stocks,Canola,5619
31/12/2021,Canada,Farm stocks,Chick peas,267
31/12/2021,Canada,Farm stocks,Corn,7520
31/12/2021,Canada,Farm stocks,Flaxseed,206
31/12/2021,Canada,Farm stocks,Lentils,1035
31/12/2021,Canada,Farm stocks,Mustard seed,22
31/12/2021,Canada,Farm stocks,Oats,1359
31/12/2021,Canada,Farm stocks,Peas,1320
31/12/2021,Canada,Farm stocks,Rye,257
31/12/2021,Canada,Farm stocks,Soybeans,1958
31/12/2021,Canada,Farm stocks,Sunflower seed,156
31/12/2021,Canada,Farm stocks,Wheat,11239
31/12/2021,Canada,Farm stocks,Wheat,1082
31/12/2021,Canada,Farm stocks,Wheat,10157
31/12/2021,Canada,Commercial stocks,Barley,346
31/12/2021,Canada,Commercial stocks,Canary seed,23
31/12/2021,Canada,Commercial stocks,Canola,1942
31/12/2021,Canada,Commercial stocks,Chick peas,26
31/12/2021,Canada,Commercial stocks,Corn,4010
31/12/2021,Canada,Commercial stocks,Flaxseed,54
31/12/2021,Canada,Commercial stocks,Lentils,146
31/12/2021,Canada,Commercial stocks,Mustard seed,25
31/12/2021,Canada,Commercial stocks,Oats,298
31/12/2021,Canada,Commercial stocks,Peas,310
31/12/2021,Canada,Commercial stocks,Rye,32
31/12/2021,Canada,Commercial stocks,Soybeans,1327
31/12/2021,Canada,Commercial stocks,Sunflower seed,2
31/12/2021,Canada,Commercial stocks,Wheat,4324
31/12/2021,Canada,Commercial stocks,Wheat,1012
31/12/2021,Canada,Commercial stocks,Wheat,3313
31/12/2021,Prince Edward Island,Farm stocks,Barley,53
31/12/2021,Prince Edward Island,Farm stocks,Corn,
31/12/2021,Prince Edward Island,Farm stocks,Oats,4
31/12/2021,Prince Edward Island,Farm stocks,Soybeans,19
31/12/2021,Prince Edward Island,Farm stocks,Wheat,23
31/12/2021,Prince Edward Island,Farm stocks,Wheat,23
31/12/2021,Nova Scotia,Farm stocks,Barley,3
31/12/2021,Nova Scotia,Farm stocks,Corn,29
31/12/2021,Nova Scotia,Farm stocks,Oats,2
31/12/2021,Nova Scotia,Farm stocks,Soybeans,7
31/12/2021,Nova Scotia,Farm stocks,Wheat,4
31/12/2021,Nova Scotia,Farm stocks,Wheat,4
31/12/2021,New Brunswick,Farm stocks,Barley,14
31/12/2021,New Brunswick,Farm stocks,Canola,
31/12/2021,New Brunswick,Farm stocks,Corn,16
31/12/2021,New Brunswick,Farm stocks,Oats,25
31/12/2021,New Brunswick,Farm stocks,Soybeans,4
31/12/2021,New Brunswick,Farm stocks,Wheat,7
31/12/2021,New Brunswick,Farm stocks,Wheat,7
31/12/2021,Quebec,Farm stocks,Barley,78
31/12/2021,Quebec,Farm stocks,Canola,10
31/12/2021,Quebec,Farm stocks,Corn,2419
31/12/2021,Quebec,Farm stocks,Oats,80
31/12/2021,Quebec,Farm stocks,Rye,30
31/12/2021,Quebec,Farm stocks,Soybeans,490
31/12/2021,Quebec,Farm stocks,Wheat,120
31/12/2021,Quebec,Farm stocks,Wheat,120
31/12/2021,Ontario,Farm stocks,Barley,30
31/12/2021,Ontario,Farm stocks,Canola,22
31/12/2021,Ontario,Farm stocks,Corn,4301
31/12/2021,Ontario,Farm stocks,Oats,42
31/12/2021,Ontario,Farm stocks,Rye,45
31/12/2021,Ontario,Farm stocks,Soybeans,1140
31/12/2021,Ontario,Farm stocks,Wheat,350
31/12/2021,Ontario,Farm stocks,Wheat,350
31/12/2021,Manitoba,Farm stocks,Barley,300
31/12/2021,Manitoba,Farm stocks,Canola,800
31/12/2021,Manitoba,Farm stocks,Corn,647
31/12/2021,Manitoba,Farm stocks,Flaxseed,31
31/12/2021,Manitoba,Farm stocks,Lentils,0
31/12/2021,Manitoba,Farm stocks,Oats,210
31/12/2021,Manitoba,Farm stocks,Peas,145
31/12/2021,Manitoba,Farm stocks,Rye,84
31/12/2021,Manitoba,Farm stocks,Soybeans,266
31/12/2021,Manitoba,Farm stocks,Wheat,2115
31/12/2021,Manitoba,Farm stocks,Wheat,
31/12/2021,Manitoba,Farm stocks,Wheat,2115
31/12/2021,Saskatchewan,Farm stocks,Barley,871
31/12/2021,Saskatchewan,Farm stocks,Canola,2511
