Record date,Type of crop,Grade,Ktonnes,Region,Global_region,Destination
31/12/2014,Soybeans,No.2 CANADA,10.1,St. Lawrence,Western Europe,France
31/12/2014,Soybeans,No.2 CANADA,52.7,St. Lawrence,Western Europe,Germany
31/12/2014,Soybeans,No.2 CANADA,6.7,St. Lawrence,Western Europe,Italy
31/12/2014,Soybeans,No.2 CANADA,10.6,St. Lawrence,Western Europe,Portugal
31/12/2014,Soybeans,No.2 CANADA,42.8,St. Lawrence,Western Europe,Spain
31/12/2014,Soybeans,No.2 CANADA,20.7,St. Lawrence,Africa,Egypt
31/12/2014,Soybeans,No.2 CANADA,166.2,St. Lawrence,Asia,China P.R.
31/12/2014,Peas,All grades combined,1.4,Prairie Elevators,Western Hemisphere,Mexico
31/12/2014,Peas,All grades combined,1.2,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Peas,All grades combined,151.3,Vancouver,Asia,India
31/12/2014,Peas,All grades combined,53.9,Vancouver,Western Hemisphere,Cuba
31/12/2014,Mustard seed,No.1 CANADA,1.6,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Lentils,No.1 CANADA,3.1,Prairie Elevators,Western Hemisphere,Mexico
31/12/2014,Lentils,No.1 CANADA,1.1,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Lentils,No.2 CANADA,55.4,Vancouver,Asia,India
31/12/2014,Lentils,No.2 CANADA,8,Thunder Bay,Africa,Egypt
31/12/2014,Lentils,No.2 CANADA,8.4,Thunder Bay,Africa,Egypt
31/12/2014,Lentils,No.2 CANADA,10.2,Thunder Bay,Asia,Turkey
31/12/2014,Lentils,No.3 CANADA,4.9,Thunder Bay,Africa,Egypt
31/12/2014,Lentils,No.3 CANADA,12.4,Thunder Bay,Africa,Egypt
31/12/2014,Lentils,No.3 CANADA,6.7,Thunder Bay,Asia,Turkey
31/12/2014,Chick peas,No.1 CANADA,0.9,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Wheat,No.1 CW RS,56.7,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Wheat,No.1 CW RS,55,Vancouver,Asia,Japan
31/12/2014,Wheat,No.1 CW RS,20.6,Prince Rupert,Asia,Japan
31/12/2014,Wheat,No.2 C PS,1.1,Vancouver,Western Hemisphere,Colombia
31/12/2014,Wheat,No.2 C PS,14.9,Vancouver,Western Hemisphere,Peru
31/12/2014,Wheat,No.2 C PS,54.5,Prince Rupert,Asia,Sri Lanka
31/12/2014,Wheat,No.2 C PS,11,Prince Rupert,Asia,Vietnam
31/12/2014,Wheat,No.2 CE,11.8,St. Lawrence,Africa,Nigeria
31/12/2014,Wheat,No.2 CE,31.1,St. Lawrence,Western Hemisphere,Mexico
31/12/2014,Wheat,No.2 CW RS,21.9,Vancouver,Africa,Mozambique
31/12/2014,Wheat,No.2 CW RS,35.4,Vancouver,Africa,Tanzania
31/12/2014,Wheat,No.2 CW RS,10.6,Vancouver,Asia,Indonesia
31/12/2014,Wheat,No.2 CW RS,39.5,Vancouver,Asia,United Arab Emirates
31/12/2014,Wheat,No.2 CW RS,10.9,Vancouver,Asia,United Arab Emirates
31/12/2014,Wheat,No.2 CW RS,5.7,Vancouver,Asia,Vietnam
31/12/2014,Wheat,No.2 CW RS,35,Vancouver,Western Hemisphere,Chile
31/12/2014,Wheat,No.2 CW RS,19,Vancouver,Western Hemisphere,Colombia
31/12/2014,Wheat,No.2 CW RS,46.9,Vancouver,Western Hemisphere,Ecuador
31/12/2014,Wheat,No.2 CW RS,66.6,Vancouver,Western Hemisphere,Mexico
31/12/2014,Wheat,No.2 CW RS,52.1,Vancouver,Western Hemisphere,Peru
31/12/2014,Wheat,No.2 CW RS,70.7,Prince Rupert,Africa,Sudan
31/12/2014,Wheat,No.2 CW RS,177.7,Prince Rupert,Asia,Indonesia
31/12/2014,Wheat,No.2 CW RS,22,Prince Rupert,Asia,Sri Lanka
31/12/2014,Wheat,No.2 CW RS,33,Prince Rupert,Western Hemisphere,Colombia
31/12/2014,Wheat,No.2 CW RS,13.4,Thunder Bay,Western Hemisphere,Colombia
31/12/2014,Wheat,No.2 CW RS,10.5,St. Lawrence,Western Europe,Belgium
31/12/2014,Wheat,No.2 CW RS,19,St. Lawrence,Western Europe,United Kingdom
31/12/2014,Wheat,No.2 CW RS,50,St. Lawrence,Africa,Nigeria
31/12/2014,Wheat,No.2 CW RS,44.7,St. Lawrence,Western Hemisphere,Cuba
31/12/2014,Wheat,No.2 CW RS,6.9,St. Lawrence,Western Hemisphere,Guyana
31/12/2014,Wheat,No.2 CW RS,27.9,St. Lawrence,Western Hemisphere,Mexico
31/12/2014,Wheat,No.2 CW RS,78.8,St. Lawrence,Western Hemisphere,Venezuela
31/12/2014,Wheat,No.2 CW RW,7,Thunder Bay,Western Hemisphere,United States
31/12/2014,Wheat,No.2 CW RW,1.8,St. Lawrence,Western Hemisphere,Guyana
31/12/2014,Wheat,No.3 CW RS,43.2,Vancouver,Western Hemisphere,Mexico
31/12/2014,Wheat,OTHER,76.6,Vancouver,Africa,Sudan
31/12/2014,Wheat,OTHER,6,Thunder Bay,Western Hemisphere,Colombia
31/12/2014,Wheat,OTHER,41,St. Lawrence,Western Europe,United Kingdom
31/12/2014,Wheat,No.1 CW AD,9.7,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Wheat,No.1 CW AD,9,Thunder Bay,Africa,Morocco
31/12/2014,Wheat,No.1 CW AD,17.8,St. Lawrence,Africa,Algeria
31/12/2014,Wheat,No.2 CW AD,6.6,Vancouver,Asia,Japan
31/12/2014,Wheat,No.2 CW AD,11.9,Vancouver,Asia,United Arab Emirates
31/12/2014,Wheat,No.2 CW AD,8.8,Vancouver,Western Hemisphere,Chile
31/12/2014,Wheat,No.2 CW AD,23.1,Thunder Bay,Western Europe,Belgium
31/12/2014,Wheat,No.2 CW AD,21.4,Thunder Bay,Africa,Algeria
31/12/2014,Wheat,No.2 CW AD,20,Thunder Bay,Western Hemisphere,Venezuela
31/12/2014,Wheat,No.2 CW AD,7.8,St. Lawrence,Western Europe,Belgium
31/12/2014,Wheat,No.2 CW AD,26.3,St. Lawrence,Africa,Algeria
31/12/2014,Wheat,No.2 CW AD,2.9,St. Lawrence,Western Hemisphere,Cuba
31/12/2014,Wheat,No.3 CW AD,84.1,Vancouver,Western Europe,Italy
31/12/2014,Wheat,No.3 CW AD,15.7,Vancouver,Western Hemisphere,Peru
31/12/2014,Wheat,No.3 CW AD,47.1,Thunder Bay,Western Europe,Belgium
31/12/2014,Wheat,No.3 CW AD,14.9,Thunder Bay,Western Europe,Italy
31/12/2014,Wheat,No.3 CW AD,11.4,Thunder Bay,Africa,Morocco
31/12/2014,Wheat,No.3 CW AD,28.2,St. Lawrence,Western Europe,Belgium
31/12/2014,Wheat,No.3 CW AD,77.5,St. Lawrence,Western Europe,Italy
31/12/2014,Wheat,No.3 CW AD,5,St. Lawrence,Western Hemisphere,Venezuela
31/12/2014,Wheat,No.4 CW AD,19,Thunder Bay,Western Europe,Belgium
31/12/2014,Oats,No.1 CW,1.1,Prairie Elevators,Western Hemisphere,Mexico
31/12/2014,Oats,No.1 CW,73.4,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Oats,No.2 CW,12.4,Thunder Bay,Western Hemisphere,United States
31/12/2014,Barley,No.1 CW,14,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Barley,No.2 CW,31.5,Vancouver,Asia,China P.R.
31/12/2014,Barley,OTHER,124.7,Vancouver,Asia,China P.R.
31/12/2014,Barley,OTHER,10,Vancouver,Asia,Japan
31/12/2014,Rye,No.1 CW,3.5,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Flaxseed,No.1 CW,0.1,Prairie Elevators,Western Hemisphere,Mexico
31/12/2014,Flaxseed,No.1 CW,5.1,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Flaxseed,No.1 CW,42.8,Vancouver,Asia,China P.R.
31/12/2014,Flaxseed,No.1 CW,28.2,Thunder Bay,Western Europe,Belgium
31/12/2014,Canola,No.1 CANADA,32.9,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Canola,No.1 CANADA,247.2,Vancouver,Asia,China P.R.
31/12/2014,Canola,No.1 CANADA,159,Vancouver,Asia,Japan
31/12/2014,Canola,No.1 CANADA,47,Vancouver,Western Hemisphere,Mexico
31/12/2014,Canola,No.1 CANADA,64.2,Prince Rupert,Asia,China P.R.
31/12/2014,Canola,No.1 CANADA,47.3,Prince Rupert,Asia,Japan
31/12/2014,Canola,No.1 CANADA,46,Prince Rupert,Western Hemisphere,Mexico
31/12/2014,Canola,No.1 CANADA,19.4,Thunder Bay,Western Hemisphere,Mexico
31/12/2014,Soybeans,No.1 CANADA,6.2,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Soybeans,No.2 CANADA,138.1,Vancouver,Asia,China P.R.
31/12/2014,Soybeans,No.2 CANADA,19.5,Bay & Lakes,Western Europe,France
31/12/2014,Soybeans,No.2 CANADA,36.3,Bay & Lakes,Western Europe,Italy
31/12/2014,Soybeans,No.2 CANADA,48,Bay & Lakes,Western Europe,Netherlands
31/12/2014,Soybeans,No.2 CANADA,9.6,Bay & Lakes,Western Europe,United Kingdom
31/12/2014,Soybeans,No.2 CANADA,53.8,St. Lawrence,Western Europe,Belgium
31/12/2014,Soybeans,No.2 CANADA,42.6,St. Lawrence,Western Europe,France
31/12/2014,Soybeans,No.2 CANADA,105.7,St. Lawrence,Western Europe,Germany
31/12/2014,Soybeans,No.2 CANADA,20.6,St. Lawrence,Western Europe,Italy
31/12/2014,Soybeans,No.2 CANADA,179.1,St. Lawrence,Western Europe,Netherlands
31/12/2014,Soybeans,No.2 CANADA,16.2,St. Lawrence,Western Europe,Spain
31/12/2014,Soybeans,No.2 CANADA,49.1,St. Lawrence,Africa,Egypt
31/12/2014,Soybeans,No.2 CANADA,13.5,St. Lawrence,Africa,Nigeria
31/12/2014,Soybeans,No.2 CANADA,92.8,St. Lawrence,Asia,Bangladesh
31/12/2014,Soybeans,No.2 CANADA,9.4,St. Lawrence,Asia,Iran
31/12/2014,Soybeans,No.2 CANADA,26.3,St. Lawrence,Asia,Japan
31/12/2014,Peas,All grades combined,0.5,Prairie Elevators,Western Hemisphere,Mexico
31/12/2014,Peas,All grades combined,1.3,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Peas,All grades combined,109,Vancouver,Asia,China P.R.
31/12/2014,Peas,All grades combined,53.1,Vancouver,Asia,India
31/12/2014,Peas,All grades combined,11,Vancouver,Asia,United Arab Emirates
31/12/2014,Peas,All grades combined,0.1,St. Lawrence,Western Europe,Spain
31/12/2014,Corn,No.1 CW,0,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Corn,No.2 CE,20.8,St. Lawrence,Western Hemisphere,Cuba
31/12/2014,Corn,OTHER,23.1,Bay & Lakes,Western Europe,Spain
31/12/2014,Corn,OTHER,8,St. Lawrence,Western Europe,Spain
31/12/2014,Canary seed,OTHER,31.6,Thunder Bay,Western Hemisphere,United States
31/12/2014,Mustard seed,No.1 CANADA,1,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Mustard seed,No.1 CANADA,3,Thunder Bay,Western Europe,Belgium
31/12/2014,Lentils,No.1 CANADA,2.4,Prairie Elevators,Western Hemisphere,Mexico
31/12/2014,Lentils,No.1 CANADA,1.3,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Lentils,No.2 CANADA,24.5,Vancouver,Asia,India
31/12/2014,Lentils,No.2 CANADA,4,Thunder Bay,Asia,Turkey
31/12/2014,Lentils,No.3 CANADA,23.9,Vancouver,Asia,India
31/12/2014,Lentils,No.3 CANADA,40.1,Vancouver,Asia,Turkey
31/12/2014,Lentils,No.3 CANADA,7.1,Thunder Bay,Asia,Turkey
31/12/2014,Chick peas,No.1 CANADA,0.5,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Wheat,FEED,14.8,Vancouver,Asia,Japan
31/12/2014,Wheat,No.1 CW RS,43.8,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Wheat,No.1 CW RS,40.6,Vancouver,Asia,Japan
31/12/2014,Wheat,No.1 CW RS,3.3,Vancouver,Western Hemisphere,Ecuador
31/12/2014,Wheat,No.1 CW RS,31.9,Prince Rupert,Asia,Japan
31/12/2014,Wheat,No.2 C PS,24.2,Vancouver,Western Hemisphere,Chile
31/12/2014,Wheat,No.2 C PS,6.9,Vancouver,Western Hemisphere,Peru
31/12/2014,Wheat,No.2 C PS,12.1,Prince Rupert,Western Hemisphere,Colombia
31/12/2014,Wheat,No.2 C PS,22.3,Prince Rupert,Western Hemisphere,Peru
31/12/2014,Wheat,No.2 CE,0.1,St. Lawrence,Western Hemisphere,United States
31/12/2014,Wheat,No.2 CW HWS,13.6,St. Lawrence,Africa,Nigeria
31/12/2014,Wheat,No.2 CW RS,16.5,Vancouver,Africa,Kenya
31/12/2014,Wheat,No.2 CW RS,22,Vancouver,Africa,Mozambique
31/12/2014,Wheat,No.2 CW RS,27.5,Vancouver,Asia,Indonesia
31/12/2014,Wheat,No.2 CW RS,20.9,Vancouver,Western Hemisphere,Colombia
31/12/2014,Wheat,No.2 CW RS,16.5,Vancouver,Western Hemisphere,Ecuador
31/12/2014,Wheat,No.2 CW RS,11.5,Vancouver,Western Hemisphere,Peru
31/12/2014,Wheat,No.2 CW RS,20.4,Prince Rupert,Africa,South Africa
31/12/2014,Wheat,No.2 CW RS,114.2,Prince Rupert,Asia,Indonesia
31/12/2014,Wheat,No.2 CW RS,27.5,Prince Rupert,Asia,Philippines
31/12/2014,Wheat,No.2 CW RS,12.1,Prince Rupert,Western Hemisphere,Colombia
31/12/2014,Wheat,No.2 CW RS,18.1,Prince Rupert,Western Hemisphere,Costa Rica
31/12/2014,Wheat,No.2 CW RS,22.1,Prince Rupert,Western Hemisphere,Mexico
31/12/2014,Wheat,No.2 CW RS,5.5,Thunder Bay,Western Europe,Belgium
31/12/2014,Wheat,No.2 CW RS,22.1,Thunder Bay,Western Europe,Italy
31/12/2014,Wheat,No.2 CW RS,8.4,Thunder Bay,Western Europe,United Kingdom
31/12/2014,Wheat,No.2 CW RS,33,St. Lawrence,Africa,Nigeria
31/12/2014,Wheat,No.2 CW RS,30.3,St. Lawrence,Africa,West Africa
31/12/2014,Wheat,No.2 CW RS,37.3,St. Lawrence,Western Hemisphere,Venezuela
31/12/2014,Wheat,No.2 CW SWS,22,Vancouver,Western Hemisphere,Chile
31/12/2014,Wheat,No.3 CW RS,53.1,Vancouver,Asia,Bangladesh
31/12/2014,Wheat,No.3 CW RS,37,Vancouver,Asia,Japan
31/12/2014,Wheat,No.3 CW RS,16.7,Vancouver,Western Hemisphere,Peru
31/12/2014,Wheat,No.3 CW RS,10.6,Prince Rupert,Asia,Indonesia
31/12/2014,Wheat,OTHER,100,Vancouver,Asia,Iraq
31/12/2014,Wheat,OTHER,10.4,Prince Rupert,Africa,South Africa
31/12/2014,Wheat,OTHER,57.8,Prince Rupert,Asia,Saudi Arabia
31/12/2014,Wheat,OTHER,25.3,St. Lawrence,Western Europe,United Kingdom
31/12/2014,Wheat,No.1 CW AD,15.6,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Wheat,No.2 CW AD,7.3,Vancouver,Asia,Japan
31/12/2014,Wheat,No.2 CW AD,4.3,Prince Rupert,Western Hemisphere,Costa Rica
31/12/2014,Wheat,No.2 CW AD,10,Thunder Bay,Africa,Algeria
31/12/2014,Wheat,No.2 CW AD,23.8,St. Lawrence,Africa,Algeria
31/12/2014,Wheat,No.2 CW AD,2.2,St. Lawrence,Africa,West Africa
31/12/2014,Wheat,No.3 CW AD,105.5,Vancouver,Western Europe,Italy
31/12/2014,Wheat,No.3 CW AD,40.9,Vancouver,Africa,Morocco
31/12/2014,Wheat,No.3 CW AD,0.3,Vancouver,Western Hemisphere,Colombia
31/12/2014,Wheat,No.3 CW AD,32.3,Thunder Bay,Western Europe,Italy
31/12/2014,Wheat,No.3 CW AD,52.1,Thunder Bay,Africa,Morocco
31/12/2014,Wheat,No.3 CW AD,26,St. Lawrence,Western Europe,Belgium
31/12/2014,Wheat,No.3 CW AD,31.6,St. Lawrence,Western Europe,Belgium
31/12/2014,Wheat,No.3 CW AD,5.1,St. Lawrence,Western Europe,Italy
31/12/2014,Wheat,No.3 CW AD,48.4,St. Lawrence,Western Europe,Netherlands
31/12/2014,Wheat,No.3 CW AD,46,St. Lawrence,Africa,Morocco
31/12/2014,Wheat,No.3 CW AD,28.4,St. Lawrence,Asia,Turkey
31/12/2014,Wheat,No.3 CW AD,5,St. Lawrence,Western Hemisphere,Venezuela
31/12/2014,Wheat,No.4 CW AD,40.5,Vancouver,Western Europe,Italy
31/12/2014,Oats,No.1 CW,1.2,Prairie Elevators,Western Hemisphere,Mexico
31/12/2014,Oats,No.1 CW,48.1,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Oats,No.2 CW,29.9,Thunder Bay,Western Hemisphere,United States
31/12/2014,Barley,No.1 CW,13.5,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Barley,No.1 CW,55.8,Vancouver,Asia,Japan
31/12/2014,Barley,No.1 CW,65.5,Prince Rupert,Asia,China P.R.
31/12/2014,Barley,OTHER,102.5,Vancouver,Asia,China P.R.
31/12/2014,Barley,OTHER,24,Vancouver,Western Hemisphere,Colombia
31/12/2014,Rye,No.1 CW,1.8,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Flaxseed,No.1 CW,0.1,Prairie Elevators,Western Hemisphere,Mexico
31/12/2014,Flaxseed,No.1 CW,3.7,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Flaxseed,No.1 CW,51.8,Thunder Bay,Western Europe,Belgium
31/12/2014,Flaxseed,No.1 CW,13.6,Thunder Bay,Western Europe,Germany
31/12/2014,Canola,No.1 CANADA,20.8,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Canola,No.1 CANADA,102.5,Vancouver,Asia,China P.R.
31/12/2014,Canola,No.1 CANADA,191.4,Vancouver,Asia,Japan
31/12/2014,Canola,No.1 CANADA,35.7,Vancouver,Asia,Pakistan
31/12/2014,Canola,No.1 CANADA,29,Vancouver,Asia,United Arab Emirates
31/12/2014,Canola,No.1 CANADA,46.2,Vancouver,Western Hemisphere,Mexico
31/12/2014,Canola,No.1 CANADA,61.6,Prince Rupert,Asia,China P.R.
31/12/2014,Canola,No.1 CANADA,46.2,Prince Rupert,Western Hemisphere,Mexico
31/12/2014,Canola,No.1 CANADA,67.1,Thunder Bay,Western Hemisphere,Mexico
31/12/2014,Soybeans,No.1 CANADA,4,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Soybeans,No.2 CANADA,131.6,Vancouver,Asia,China P.R.
31/12/2014,Soybeans,No.2 CANADA,4,Bay & Lakes,Western Europe,Ireland
31/12/2014,Soybeans,No.2 CANADA,19.1,Bay & Lakes,Western Europe,Italy
31/12/2014,Soybeans,No.2 CANADA,19.4,Bay & Lakes,Western Europe,Norway
31/12/2014,Soybeans,No.2 CANADA,10.9,Bay & Lakes,Western Europe,United Kingdom
31/12/2014,Soybeans,No.2 CANADA,45.3,St. Lawrence,Western Europe,Belgium
31/12/2014,Soybeans,No.2 CANADA,28.1,St. Lawrence,Western Europe,France
31/12/2014,Soybeans,No.2 CANADA,50.3,St. Lawrence,Western Europe,Netherlands
31/12/2014,Soybeans,No.2 CANADA,38.2,St. Lawrence,Western Europe,Norway
31/12/2014,Soybeans,No.2 CANADA,60.1,St. Lawrence,Western Europe,Spain
31/12/2014,Soybeans,No.2 CANADA,11.8,St. Lawrence,Asia,Bangladesh
31/12/2014,Soybeans,No.2 CANADA,35.5,St. Lawrence,Asia,China P.R.
31/12/2014,Soybeans,No.2 CANADA,56.6,St. Lawrence,Asia,Iran
31/12/2014,Peas,All grades combined,0.4,Prairie Elevators,Western Hemisphere,Mexico
31/12/2014,Peas,All grades combined,1,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Peas,All grades combined,27.8,Vancouver,Asia,Bangladesh
31/12/2014,Peas,All grades combined,22.5,Vancouver,Asia,China P.R.
31/12/2014,Peas,All grades combined,4,Vancouver,Asia,India
31/12/2014,Peas,All grades combined,55,Vancouver,Asia,India
31/12/2014,Corn,No.2 CE,29.1,St. Lawrence,Western Hemisphere,Cuba
31/12/2014,Mustard seed,No.1 CANADA,1.1,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Lentils,No.1 CANADA,2.7,Prairie Elevators,Western Hemisphere,Mexico
31/12/2014,Lentils,No.1 CANADA,1.2,Prairie Elevators,Western Hemisphere,United States
31/12/2014,Lentils,No.2 CANADA,27.3,Vancouver,Asia,Bangladesh
31/12/2014,Lentils,OTHER,3.9,Vancouver,Asia,Turkey
31/12/2014,Chick peas,No.1 CANADA,0.3,Prairie Elevators,Western Hemisphere,United States
31/03/2015,Wheat,FEED,27.1,Vancouver,Asia,Japan
31/03/2015,Wheat,No.1 CW RS,5.4,Prairie Elevators,Western Hemisphere,Mexico
31/03/2015,Wheat,No.1 CW RS,69.8,Prairie Elevators,Western Hemisphere,United States
31/03/2015,Wheat,No.1 CW RS,60.4,Vancouver,Asia,China P.R.
31/03/2015,Wheat,No.1 CW RS,57.1,Vancouver,Asia,Japan
31/03/2015,Wheat,No.1 CW RS,12.4,Vancouver,Asia,South Korea
31/03/2015,Wheat,No.2 C PS,33.2,Vancouver,Asia,Sri Lanka
31/03/2015,Wheat,No.2 C PS,15.6,Vancouver,Western Hemisphere,Chile
31/03/2015,Wheat,No.2 C PS,49.4,Vancouver,Western Hemisphere,Peru
31/03/2015,Wheat,No.2 C PS,11,Prince Rupert,Western Hemisphere,Colombia
31/03/2015,Wheat,No.2 CE,11.5,St. Lawrence,Africa,Nigeria
31/03/2015,Wheat,No.2 CE,30.3,St. Lawrence,Western Hemisphere,Mexico
31/03/2015,Wheat,No.2 CE,42,St. Lawrence,Western Hemisphere,Venezuela
31/03/2015,Wheat,No.2 CW RS,60.4,Vancouver,Asia,China P.R.
31/03/2015,Wheat,No.2 CW RS,69.6,Vancouver,Asia,Indonesia
31/03/2015,Wheat,No.2 CW RS,21.5,Vancouver,Asia,Sri Lanka
31/03/2015,Wheat,No.2 CW RS,96.1,Vancouver,Asia,Thailand
31/03/2015,Wheat,No.2 CW RS,43.4,Vancouver,Asia,United Arab Emirates
31/03/2015,Wheat,No.2 CW RS,22,Vancouver,Western Hemisphere,Colombia
31/03/2015,Wheat,No.2 CW RS,33.3,Vancouver,Western Hemisphere,Ecuador
31/03/2015,Wheat,No.2 CW RS,4.4,Vancouver,Western Hemisphere,Guatemala
31/03/2015,Wheat,No.2 CW RS,33,Prince Rupert,Western Hemisphere,Colombia
31/03/2015,Wheat,No.2 CW RS,29.7,Prince Rupert,Western Hemisphere,Mexico
31/03/2015,Wheat,No.2 CW RS,4.2,St. Lawrence,Western Europe,Italy
31/03/2015,Wheat,No.2 CW RS,58,St. Lawrence,Africa,Nigeria
31/03/2015,Wheat,No.2 CW RS,28.3,St. Lawrence,Africa,West Africa
31/03/2015,Wheat,No.2 CW RS,19.9,St. Lawrence,Western Hemisphere,Puerto Rico
31/03/2015,Wheat,No.2 CW RS,73,St. Lawrence,Western Hemisphere,Venezuela
31/03/2015,Wheat,No.2 CW SWS,22,Vancouver,Asia,Sri Lanka
31/03/2015,Wheat,No.3 CW RS,32.4,Vancouver,Asia,Vietnam
31/03/2015,Wheat,No.3 CW RS,23.8,Prince Rupert,Western Hemisphere,Mexico
31/03/2015,Wheat,No.3 CW RS,37.5,St. Lawrence,Africa,West Africa
31/03/2015,Wheat,OTHER,55,Vancouver,Asia,Thailand
31/03/2015,Wheat,OTHER,2.5,St. Lawrence,Western Hemisphere,Venezuela
31/03/2015,Wheat,No.1 CW AD,31.1,Prairie Elevators,Western Hemisphere,United States
31/03/2015,Wheat,No.2 CW AD,4.5,Vancouver,Asia,Indonesia
31/03/2015,Wheat,No.2 CW AD,22.3,Vancouver,Asia,Japan
31/03/2015,Wheat,No.2 CW AD,10.7,Vancouver,Asia,United Arab Emirates
31/03/2015,Wheat,No.2 CW AD,10.5,Vancouver,Western Hemisphere,Peru
31/03/2015,Wheat,No.2 CW AD,33.8,St. Lawrence,Africa,Algeria
31/03/2015,Wheat,No.2 CW AD,28.4,St. Lawrence,Asia,Turkey
31/03/2015,Wheat,No.3 CW AD,34.7,Vancouver,Western Europe,Italy
31/03/2015,Wheat,No.3 CW AD,10.5,Vancouver,Asia,Kuwait
31/03/2015,Wheat,No.3 CW AD,20,Vancouver,Western Hemisphere,Venezuela
31/03/2015,Wheat,No.3 CW AD,1,Thunder Bay,Western Hemisphere,United States
31/03/2015,Wheat,No.3 CW AD,1.6,St. Lawrence,Western Europe,Italy
31/03/2015,Wheat,No.3 CW AD,6.8,St. Lawrence,Western Europe,Netherlands
31/03/2015,Wheat,No.3 CW AD,32.2,St. Lawrence,Africa,Morocco
31/03/2015,Wheat,No.3 CW AD,12.3,St. Lawrence,Africa,Nigeria
31/03/2015,Wheat,No.3 CW AD,4.2,St. Lawrence,Africa,West Africa
31/03/2015,Wheat,No.3 CW AD,33,St. Lawrence,Western Hemisphere,Venezuela
31/03/2015,Wheat,No.4 CW AD,21.9,Vancouver,Western Europe,Italy
31/03/2015,Oats,No.1 CW,0.2,Prairie Elevators,Western Hemisphere,Mexico
31/03/2015,Oats,No.1 CW,87.5,Prairie Elevators,Western Hemisphere,United States
31/03/2015,Barley,No.1 CW,21.1,Prairie Elevators,Western Hemisphere,United States
31/03/2015,Barley,No.1 CW,29.3,Prince Rupert,Asia,Japan
31/03/2015,Barley,OTHER,34.1,Vancouver,Asia,China P.R.
31/03/2015,Barley,OTHER,15.1,Vancouver,Asia,Japan
31/03/2015,Rye,No.1 CW,2.4,Prairie Elevators,Western Hemisphere,United States
31/03/2015,Flaxseed,No.1 CW,0.1,Prairie Elevators,Western Hemisphere,Mexico
31/03/2015,Flaxseed,No.1 CW,3.1,Prairie Elevators,Western Hemisphere,United States
31/03/2015,Flaxseed,No.1 CW,26.9,Vancouver,Asia,China P.R.
31/03/2015,Canola,No.1 CANADA,20.1,Prairie Elevators,Western Hemisphere,United States
31/03/2015,Canola,No.1 CANADA,82.2,Vancouver,Asia,China P.R.
31/03/2015,Canola,No.1 CANADA,138.4,Vancouver,Asia,Japan
31/03/2015,Canola,No.1 CANADA,44.8,Vancouver,Asia,United Arab Emirates
31/03/2015,Canola,No.1 CANADA,46.2,Vancouver,Western Hemisphere,Mexico
31/03/2015,Canola,No.1 CANADA,129.2,Prince Rupert,Asia,China P.R.
31/03/2015,Canola,No.1 CANADA,35.8,Prince Rupert,Asia,Pakistan
31/03/2015,Canola,No.1 CANADA,63,Prince Rupert,Asia,United Arab Emirates
31/03/2015,Canola,No.1 CANADA,28,Prince Rupert,Asia,United Arab Emirates
31/03/2015,Canola,No.1 CANADA,38.9,Prince Rupert,Western Hemisphere,Mexico
31/03/2015,Soybeans,No.1 CANADA,5.7,Prairie Elevators,Western Hemisphere,United States
31/03/2015,Soybeans,No.2 CANADA,201,Vancouver,Asia,China P.R.
31/03/2015,Soybeans,No.2 CANADA,0,Bay & Lakes,Western Hemisphere,United States
31/03/2015,Soybeans,No.2 CANADA,11,St. Lawrence,Western Europe,France
31/03/2015,Soybeans,No.2 CANADA,26.3,St. Lawrence,Western Europe,Norway
31/03/2015,Soybeans,No.2 CANADA,9.9,St. Lawrence,Asia,Japan
31/03/2015,Soybeans,OTHER,26.1,Vancouver,Asia,China P.R.
31/03/2015,Peas,All grades combined,20.7,Prairie Elevators,Western Hemisphere,United States
31/03/2015,Peas,All grades combined,78.2,Vancouver,Asia,China P.R.
31/03/2015,Peas,All grades combined,74,Vancouver,Asia,India
